Location,Date,Hum,Raf,Tmx,Tav,Tmi
108,2014.11.23,80,,12.3,9,6.3
108,2014.11.24,59.8,,13.2,9.8,8
108,2014.11.25,56,,15.1,10.2,6.6
108,2014.11.26,58.8,,16.3,11,8.2
108,2014.11.27,69.9,,14.9,10.4,6.7
108,2014.11.28,88,18,10.1,8.8,6.5
108,2014.11.29,83.9,,12.8,8.3,5.5
108,2014.11.30,88.1,7,11.1,9.1,7.2
108,2014.12.1,58.8,0.5,7.9,-1.1,-7.2
108,2014.12.2,42.3,0,-2.7,-5.4,-8.2
108,2014.12.3,70.6,0.9,-0.5,-3.3,-6.5
108,2014.12.4,43,0,-0.2,-4.6,-7.4
108,2014.12.5,45.5,,-2.5,-6.6,-10.1
108,2014.12.6,47.5,,-0.5,-5.6,-8.8
108,2014.12.7,43.9,,0.2,-3.4,-8.2
108,2014.12.8,48.4,,2.7,-1.6,-4.8
108,2014.12.9,44.1,,4.1,-2.4,-7.4
108,2014.12.10,58.8,2,4.2,1.6,-1.9
108,2014.12.11,64.8,0.5,3.2,-1.5,-5.2
108,2014.12.12,70.4,0.1,0.5,-3.8,-7
108,2014.12.13,45.8,,-2,-5.2,-7.3
108,2014.12.14,60.5,0,0.6,-3.6,-8.6
108,2014.12.15,90.6,10.5,2,-0.1,-1.7
108,2014.12.16,58.9,0,1.7,-4.9,-9.4
108,2014.12.17,41,,-5.2,-9,-11.1
108,2014.12.18,39.9,,-2.2,-8.3,-13.2
108,2014.12.19,54.5,0.9,0,-3.8,-8.1
108,2014.12.20,66,2,2.1,-1.7,-6.6
108,2014.12.21,58.5,0,-1.3,-6.4,-9
108,2014.12.22,64.6,0.3,0.8,-4.7,-9.7
108,2014.12.23,67.1,,1.8,-1.3,-5.7
108,2014.12.24,66.8,0.2,6.4,1.7,-3.1
108,2014.12.25,52,,1.8,-2.6,-5.9
108,2014.12.26,45.6,,2.5,-3.2,-7.4
108,2014.12.27,46.8,,5,-1.8,-6.3
108,2014.12.28,64.1,,1.6,-0.8,-3.6
108,2014.12.29,73.1,,6.4,2.9,-0.5
108,2014.12.30,62.8,,6.3,1.9,-1.6
108,2014.12.31,47.4,0,1.7,-1.9,-6.9
